YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure,Volume,Longitude,Latitude
2017,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,"AAA Repair (Un-ruptured, Endovascular)",27,-117.16498,32.75387
2017,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,"AAA Repair (Ruptured, Open)",1,-117.16498,32.75387
2017,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,CABG,190,-117.16498,32.75387
2017,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,PCI,372,-117.16498,32.75387
2017,San Diego,UC San Diego Health System – Hillcrest Medical Center,106370782,"AAA Repair (Un-ruptured, Open)",.,-117.16498,32.75387
2017,San Diego,Promise Hospital of San Diego,106370787,"AAA Repair (Ruptured, Endovascular)",.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,PCI,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,Pancreatic Resection (Cancer),.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,"AAA Repair (Un-ruptured, Open)",.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,AAA Repair,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,Carotid Endarterectomy,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,Esophageal Resection,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,Pancreatic Resection (Other),.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,"AAA Repair (Un-ruptured, Endovascular)",.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,Pancreatic Resection,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,CABG,.,-117.07612,32.74786
2017,San Diego,Promise Hospital of San Diego,106370787,"AAA Repair (Ruptured, Open)",.,-117.07612,32.74786
2017,San Diego,Sharp Chula Vista Medical Center,106370875,Carotid Endarterectomy,15,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,CABG,90,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,PCI,350,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,"AAA Repair (Un-ruptured, Endovascular)",9,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,"AAA Repair (Ruptured, Endovascular)",.,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,"AAA Repair (Un-ruptured, Open)",.,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,Pancreatic Resection (Other),.,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,AAA Repair,9,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,Esophageal Resection,4,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,Pancreatic Resection,1,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,Pancreatic Resection (Cancer),1,-117.02488,32.61909
2017,San Diego,Sharp Chula Vista Medical Center,106370875,"AAA Repair (Ruptured, Open)",.,-117.02488,32.61909
2017,San Diego,Pomerado Hospital,106370977,PCI,1,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,Carotid Endarterectomy,1,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,AAA Repair,1,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,"AAA Repair (Un-ruptured, Endovascular)",1,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,CABG,.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,"AAA Repair (Ruptured, Endovascular)",.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,"AAA Repair (Un-ruptured, Open)",.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,"AAA Repair (Ruptured, Open)",.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,Pancreatic Resection,.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,Pancreatic Resection (Other),.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,Esophageal Resection,.,-117.05784,32.99563
2017,San Diego,Pomerado Hospital,106370977,Pancreatic Resection (Cancer),.,-117.05784,32.99563
2017,San Diego,Scripps Green Hospital,106371256,Pancreatic Resection,22,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,PCI,.,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,Carotid Endarterectomy,19,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,"AAA Repair (Un-ruptured, Endovascular)",21,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,CABG,.,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,AAA Repair,21,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,"AAA Repair (Ruptured, Open)",.,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,"AAA Repair (Un-ruptured, Open)",.,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,Pancreatic Resection (Cancer),17,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,Esophageal Resection,1,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,Pancreatic Resection (Other),5,-117.2419,32.89654
2017,San Diego,Scripps Green Hospital,106371256,"AAA Repair (Ruptured, Endovascular)",.,-117.2419,32.89654
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Carotid Endarterectomy,22,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,"AAA Repair (Ruptured, Endovascular)",3,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,PCI,184,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,AAA Repair,21,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,"AAA Repair (Un-ruptured, Open)",.,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,"AAA Repair (Ruptured, Open)",.,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,"AAA Repair (Un-ruptured, Endovascular)",18,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,CABG,.,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Pancreatic Resection (Other),.,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Pancreatic Resection,1,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Pancreatic Resection (Cancer),1,-117.28495,33.0363
2017,San Diego,Scripps Memorial Hospital – Encinitas,106371394,Esophageal Resection,1,-117.28495,33.0363
2017,San Diego,Vibra Hospital of San Diego,106374094,Carotid Endarterectomy,.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,CABG,.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,PCI,.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,"AAA Repair (Un-ruptured, Endovascular)",.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,"AAA Repair (Ruptured, Endovascular)",.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,"AAA Repair (Un-ruptured, Open)",.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,"AAA Repair (Ruptured, Open)",.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,AAA Repair,.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,Pancreatic Resection (Other),.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,Pancreatic Resection (Cancer),.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,Pancreatic Resection,.,-117.16001,32.74986
2017,San Diego,Vibra Hospital of San Diego,106374094,Esophageal Resection,.,-117.16001,32.74986
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,"AAA Repair (Un-ruptured, Open)",7,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,AAA Repair,41,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,"AAA Repair (Ruptured, Open)",1,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,Pancreatic Resection (Cancer),33,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,Carotid Endarterectomy,44,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,"AAA Repair (Ruptured, Endovascular)",3,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,Pancreatic Resection (Other),25,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,Pancreatic Resection,58,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,Esophageal Resection,.,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,"AAA Repair (Un-ruptured, Endovascular)",30,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,CABG,468,-122.44289,37.78274
2017,San Francisco,Kaiser Foundation Hospital – San Francisco,106380857,PCI,408,-122.44289,37.78274
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,Carotid Endarterectomy,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,PCI,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,"AAA Repair (Ruptured, Endovascular)",.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,"AAA Repair (Ruptured, Open)",.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,"AAA Repair (Un-ruptured, Endovascular)",.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,AAA Repair,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,Pancreatic Resection (Other),.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,Pancreatic Resection (Cancer),.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,Pancreatic Resection,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,Esophageal Resection,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,CABG,.,-122.45871,37.74761
2017,San Francisco,Laguna Honda Hospital and Rehabilitation Center,106380865,"AAA Repair (Un-ruptured, Open)",.,-122.45871,37.74761
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,Carotid Endarterectomy,38,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,PCI,223,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,CABG,76,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,"AAA Repair (Un-ruptured, Endovascular)",11,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,"AAA Repair (Ruptured, Endovascular)",.,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,"AAA Repair (Un-ruptured, Open)",.,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,"AAA Repair (Ruptured, Open)",.,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,AAA Repair,11,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,Pancreatic Resection (Other),29,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,Pancreatic Resection (Cancer),41,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,Pancreatic Resection,70,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Pacific Campus,106380929,Esophageal Resection,6,-122.43102,37.79149
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,Carotid Endarterectomy,.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,PCI,.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,CABG,.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,"AAA Repair (Un-ruptured, Endovascular)",.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,"AAA Repair (Ruptured, Endovascular)",.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,"AAA Repair (Un-ruptured, Open)",.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,"AAA Repair (Ruptured, Open)",.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,AAA Repair,.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,Pancreatic Resection (Other),.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,Pancreatic Resection (Cancer),.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,Pancreatic Resection,.,-122.43465,37.7691
2017,San Francisco,California Pacific Medical Center – Davies Campus,106380933,Esophageal Resection,.,-122.43465,37.7691
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,Carotid Endarterectomy,8,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,CABG,.,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,"AAA Repair (Un-ruptured, Endovascular)",3,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,"AAA Repair (Ruptured, Endovascular)",1,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,"AAA Repair (Ruptured, Open)",.,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,Pancreatic Resection (Other),3,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,Esophageal Resection,1,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,Pancreatic Resection (Cancer),1,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,Pancreatic Resection,4,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,"AAA Repair (Un-ruptured, Open)",.,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,PCI,81,-122.40637,37.75657
2017,San Francisco,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,106380939,AAA Repair,4,-122.40637,37.75657
2017,San Francisco,Saint Francis Memorial Hospital,106380960,PCI,.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,Carotid Endarterectomy,5,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,CABG,.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,"AAA Repair (Un-ruptured, Endovascular)",.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,"AAA Repair (Ruptured, Endovascular)",.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,"AAA Repair (Un-ruptured, Open)",.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,"AAA Repair (Ruptured, Open)",1,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,AAA Repair,1,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,Pancreatic Resection (Other),.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,Pancreatic Resection (Cancer),.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,Pancreatic Resection,.,-122.41695,37.78917
2017,San Francisco,Saint Francis Memorial Hospital,106380960,Esophageal Resection,1,-122.41695,37.78917
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,Carotid Endarterectomy,1,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,PCI,.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,CABG,.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,"AAA Repair (Un-ruptured, Endovascular)",.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,"AAA Repair (Ruptured, Endovascular)",.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,"AAA Repair (Un-ruptured, Open)",.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,"AAA Repair (Ruptured, Open)",.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,AAA Repair,.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,Pancreatic Resection (Other),.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,Pancreatic Resection (Cancer),.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,Pancreatic Resection,.,-122.42052,37.74799
2017,San Francisco,California Pacific Medical Center – St. Luke’s Campus,106380964,Esophageal Resection,.,-122.42052,37.74799
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,"AAA Repair (Un-ruptured, Open)",.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,PCI,106,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,Carotid Endarterectomy,10,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,CABG,11,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,"AAA Repair (Un-ruptured, Endovascular)",4,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,"AAA Repair (Ruptured, Endovascular)",.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,"AAA Repair (Ruptured, Open)",.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,AAA Repair,4,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,Pancreatic Resection (Other),.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,Pancreatic Resection (Cancer),.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,Pancreatic Resection,.,-122.45441,37.77408
2017,San Francisco,"Saint Mary’s Medical Center, San Francisco",106380965,Esophageal Resection,1,-122.45441,37.77408
2017,San Francisco,UC San Francisco Medical Center,106381154,CABG,113,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,PCI,158,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,"AAA Repair (Un-ruptured, Endovascular)",30,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,Carotid Endarterectomy,56,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,"AAA Repair (Ruptured, Endovascular)",1,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,"AAA Repair (Ruptured, Open)",8,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,AAA Repair,55,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,Pancreatic Resection (Other),64,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,Pancreatic Resection (Cancer),70,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,Pancreatic Resection,134,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,Esophageal Resection,42,-122.4576564,37.7635148
2017,San Francisco,UC San Francisco Medical Center,106381154,"AAA Repair (Un-ruptured, Open)",16,-122.4576564,37.7635148
2017,San Francisco,Chinese Hospital,106382715,Carotid Endarterectomy,.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,PCI,.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,CABG,.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,"AAA Repair (Un-ruptured, Endovascular)",.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,"AAA Repair (Ruptured, Endovascular)",.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,"AAA Repair (Un-ruptured, Open)",.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,"AAA Repair (Ruptured, Open)",.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,AAA Repair,.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,Pancreatic Resection (Other),.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,Pancreatic Resection (Cancer),.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,Pancreatic Resection,.,-122.40926,37.79565
2017,San Francisco,Chinese Hospital,106382715,Esophageal Resection,.,-122.40926,37.79565
2017,San Joaquin,Dameron Hospital,106390846,Carotid Endarterectomy,9,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,CABG,34,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,"AAA Repair (Un-ruptured, Endovascular)",.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,"AAA Repair (Ruptured, Endovascular)",.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,"AAA Repair (Un-ruptured, Open)",.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,"AAA Repair (Ruptured, Open)",.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,AAA Repair,.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,Pancreatic Resection (Cancer),.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,Esophageal Resection,.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,Pancreatic Resection,.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,Pancreatic Resection (Other),.,-121.30067,37.96125
2017,San Joaquin,Dameron Hospital,106390846,PCI,148,-121.30067,37.96125
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,Carotid Endarterectomy,9,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,PCI,.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,CABG,.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,"AAA Repair (Un-ruptured, Endovascular)",2,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,"AAA Repair (Ruptured, Endovascular)",.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,"AAA Repair (Un-ruptured, Open)",.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,"AAA Repair (Ruptured, Open)",.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,Pancreatic Resection (Other),.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,Pancreatic Resection,.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,Esophageal Resection,1,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,Pancreatic Resection (Cancer),.,-121.2859,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,106390923,AAA Repair,2,-121.2859,38.12146
2017,San Joaquin,San Joaquin General Hospital,106391010,AAA Repair,1,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,Esophageal Resection,.,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,Pancreatic Resection (Other),2,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,"AAA Repair (Ruptured, Open)",.,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,Carotid Endarterectomy,3,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,PCI,.,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,"AAA Repair (Ruptured, Endovascular)",1,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,"AAA Repair (Un-ruptured, Open)",.,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,Pancreatic Resection (Cancer),2,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,CABG,.,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,Pancreatic Resection,4,-121.28918,37.88594
2017,San Joaquin,San Joaquin General Hospital,106391010,"AAA Repair (Un-ruptured, Endovascular)",.,-121.28918,37.88594
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,"AAA Repair (Un-ruptured, Open)",1,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,PCI,572,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,Carotid Endarterectomy,60,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,CABG,233,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,"AAA Repair (Un-ruptured, Endovascular)",25,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,"AAA Repair (Ruptured, Endovascular)",2,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,"AAA Repair (Ruptured, Open)",.,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,AAA Repair,28,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,Pancreatic Resection (Other),1,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,Pancreatic Resection (Cancer),.,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,Pancreatic Resection,1,-121.2891,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,106391042,Esophageal Resection,2,-121.2891,37.97075
2017,San Joaquin,Sutter Tracy Community Hospital,106391056,Carotid Endarterectomy,.,-121.43482,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,106391056,PCI,.,-121.43482,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,106391056,CABG,.,-121.43482,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,106391056,"AAA Repair (Un-ruptured, Endovascular)",.,-121.43482,37.74366
