year,county,oshpd_id,surgery,#_of_cases,hospital
2013,ventura,106560492,esophagus,1,los robles hospital & medical center
2013,ventura,106560492,liver,4,los robles hospital & medical center
2013,ventura,106560492,lung,17,los robles hospital & medical center
2013,ventura,106560492,pancreas,7,los robles hospital & medical center
2013,ventura,106560492,prostate,41,los robles hospital & medical center
2013,ventura,106560492,rectum,11,los robles hospital & medical center
2013,ventura,106560492,stomach,4,los robles hospital & medical center
2014,ventura,106560492,brain,7,los robles hospital & medical center
2014,ventura,106560492,breast,136,los robles hospital & medical center
2014,ventura,106560492,colon,33,los robles hospital & medical center
2014,ventura,106560492,liver,1,los robles hospital & medical center
2014,ventura,106560492,lung,11,los robles hospital & medical center
2014,ventura,106560492,pancreas,6,los robles hospital & medical center
2014,ventura,106560492,prostate,42,los robles hospital & medical center
2014,ventura,106560492,rectum,9,los robles hospital & medical center
2014,ventura,106560492,stomach,1,los robles hospital & medical center
2015,ventura,106560492,bladder,2,los robles hospital & medical center
2015,ventura,106560492,brain,7,los robles hospital & medical center
2015,ventura,106560492,breast,97,los robles hospital & medical center
2015,ventura,106560492,colon,33,los robles hospital & medical center
2015,ventura,106560492,esophagus,1,los robles hospital & medical center
2015,ventura,106560492,liver,4,los robles hospital & medical center
2015,ventura,106560492,lung,11,los robles hospital & medical center
2015,ventura,106560492,pancreas,3,los robles hospital & medical center
2015,ventura,106560492,prostate,53,los robles hospital & medical center
2015,ventura,106560492,rectum,9,los robles hospital & medical center
2015,ventura,106560492,stomach,3,los robles hospital & medical center
2016,ventura,106560492,stomach,4,los robles hospital & medical center
2016,ventura,106560492,rectum,7,los robles hospital & medical center
2016,ventura,106560492,prostate,41,los robles hospital & medical center
2016,ventura,106560492,pancreas,3,los robles hospital & medical center
2016,ventura,106560492,lung,19,los robles hospital & medical center
2016,ventura,106560492,liver,4,los robles hospital & medical center
2016,ventura,106560492,esophagus,2,los robles hospital & medical center
2016,ventura,106560492,colon,43,los robles hospital & medical center
2016,ventura,106560492,breast,96,los robles hospital & medical center
2016,ventura,106560492,brain,19,los robles hospital & medical center
2017,ventura,106560492,stomach,1,los robles hospital & medical center
2017,ventura,106560492,rectum,16,los robles hospital & medical center
2017,ventura,106560492,prostate,48,los robles hospital & medical center
2017,ventura,106560492,pancreas,6,los robles hospital & medical center
2017,ventura,106560492,lung,19,los robles hospital & medical center
2017,ventura,106560492,liver,8,los robles hospital & medical center
2017,ventura,106560492,colon,40,los robles hospital & medical center
2017,ventura,106560492,breast,140,los robles hospital & medical center
2017,ventura,106560492,brain,17,los robles hospital & medical center
2017,ventura,106560492,bladder,2,los robles hospital & medical center
2018,ventura,106560492,bladder,1,los robles hospital & medical center
2018,ventura,106560492,brain,27,los robles hospital & medical center
2018,ventura,106560492,breast,124,los robles hospital & medical center
2018,ventura,106560492,colon,44,los robles hospital & medical center
2018,ventura,106560492,esophagus,1,los robles hospital & medical center
2018,ventura,106560492,liver,3,los robles hospital & medical center
2018,ventura,106560492,lung,25,los robles hospital & medical center
2018,ventura,106560492,pancreas,6,los robles hospital & medical center
2018,ventura,106560492,prostate,42,los robles hospital & medical center
2018,ventura,106560492,rectum,8,los robles hospital & medical center
2018,ventura,106560492,stomach,3,los robles hospital & medical center
2019,ventura,106560492,brain,26,los robles hospital & medical center
2019,ventura,106560492,breast,130,los robles hospital & medical center
2019,ventura,106560492,colon,44,los robles hospital & medical center
2019,ventura,106560492,liver,3,los robles hospital & medical center
2019,ventura,106560492,lung,12,los robles hospital & medical center
2019,ventura,106560492,pancreas,4,los robles hospital & medical center
2019,ventura,106560492,prostate,42,los robles hospital & medical center
2019,ventura,106560492,rectum,18,los robles hospital & medical center
2019,ventura,106560492,stomach,1,los robles hospital & medical center
2020,ventura,106560492,brain,16,los robles hospital & medical center
2020,ventura,106560492,breast,120,los robles hospital & medical center
2020,ventura,106560492,colon,35,los robles hospital & medical center
2020,ventura,106560492,esophagus,1,los robles hospital & medical center
2020,ventura,106560492,liver,4,los robles hospital & medical center
2020,ventura,106560492,lung,14,los robles hospital & medical center
2020,ventura,106560492,pancreas,2,los robles hospital & medical center
2020,ventura,106560492,prostate,54,los robles hospital & medical center
2020,ventura,106560492,rectum,16,los robles hospital & medical center
2020,ventura,106560492,stomach,1,los robles hospital & medical center
2021,ventura,106560492,pancreas,9,los robles hospital & medical center
2021,ventura,106560492,breast,122,los robles hospital & medical center
2021,ventura,106560492,bladder,1,los robles hospital & medical center
2021,ventura,106560492,brain,20,los robles hospital & medical center
2021,ventura,106560492,colon,35,los robles hospital & medical center
2021,ventura,106560492,liver,4,los robles hospital & medical center
2021,ventura,106560492,lung,14,los robles hospital & medical center
2021,ventura,106560492,prostate,56,los robles hospital & medical center
2021,ventura,106560492,rectum,15,los robles hospital & medical center
2021,ventura,106560492,stomach,8,los robles hospital & medical center
2022,ventura,106560492,stomach,2,los robles hospital & medical center
2022,ventura,106560492,rectum,21,los robles hospital & medical center
2022,ventura,106560492,prostate,35,los robles hospital & medical center
2022,ventura,106560492,pancreas,8,los robles hospital & medical center
2022,ventura,106560492,lung,10,los robles hospital & medical center
2022,ventura,106560492,liver,2,los robles hospital & medical center
2022,ventura,106560492,esophagus,2,los robles hospital & medical center
2022,ventura,106560492,colon,29,los robles hospital & medical center
2022,ventura,106560492,breast,113,los robles hospital & medical center
2022,ventura,106560492,brain,11,los robles hospital & medical center
2023,ventura,106560492,bladder,2,los robles hospital & medical center
2023,ventura,106560492,brain,9,los robles hospital & medical center
2023,ventura,106560492,breast,114,los robles hospital & medical center
2023,ventura,106560492,colon,37,los robles hospital & medical center
2023,ventura,106560492,esophagus,1,los robles hospital & medical center
2023,ventura,106560492,liver,4,los robles hospital & medical center
2023,ventura,106560492,lung,10,los robles hospital & medical center
2023,ventura,106560492,pancreas,5,los robles hospital & medical center
2023,ventura,106560492,prostate,34,los robles hospital & medical center
2023,ventura,106560492,rectum,18,los robles hospital & medical center
2023,ventura,106560492,stomach,4,los robles hospital & medical center
2013,ventura,106560501,breast,5,ojai valley community hospital
2014,ventura,106560501,colon,3,ojai valley community hospital
2015,ventura,106560501,breast,1,ojai valley community hospital
2016,ventura,106560501,colon,1,ojai valley community hospital
2016,ventura,106560501,breast,1,ojai valley community hospital
2017,ventura,106560501,colon,2,ojai valley community hospital
2018,ventura,106560501,breast,2,ojai valley community hospital
2018,ventura,106560501,colon,1,ojai valley community hospital
2019,ventura,106560501,breast,1,ojai valley community hospital
2020,ventura,106560501,breast,5,ojai valley community hospital
2021,ventura,106560501,breast,2,ojai valley community hospital
2022,ventura,106560501,breast,1,ojai valley community hospital
2013,ventura,106560508,breast,46,st. john's hospital camarillo
2013,ventura,106560508,colon,16,st. john's hospital camarillo
2013,ventura,106560508,rectum,1,st. john's hospital camarillo
2013,ventura,106560508,stomach,1,st. john's hospital camarillo
2014,ventura,106560508,breast,39,st. john's hospital camarillo
2014,ventura,106560508,colon,8,st. john's hospital camarillo
2014,ventura,106560508,rectum,1,st. john's hospital camarillo
2014,ventura,106560508,stomach,1,st. john's hospital camarillo
2015,ventura,106560508,breast,42,st. john's hospital camarillo
2015,ventura,106560508,colon,6,st. john's hospital camarillo
2015,ventura,106560508,rectum,2,st. john's hospital camarillo
2016,ventura,106560508,rectum,2,st. john's hospital camarillo
2016,ventura,106560508,colon,12,st. john's hospital camarillo
2016,ventura,106560508,breast,36,st. john's hospital camarillo
2017,ventura,106560508,rectum,2,st. john's hospital camarillo
2017,ventura,106560508,pancreas,1,st. john's hospital camarillo
2017,ventura,106560508,colon,13,st. john's hospital camarillo
2017,ventura,106560508,breast,41,st. john's hospital camarillo
2018,ventura,106560508,breast,40,st. john's hospital camarillo
2018,ventura,106560508,colon,12,st. john's hospital camarillo
2019,ventura,106560508,breast,44,st. john's hospital camarillo
2019,ventura,106560508,colon,14,st. john's hospital camarillo
2019,ventura,106560508,rectum,5,st. john's hospital camarillo
2020,ventura,106560508,breast,35,st. john's hospital camarillo
2020,ventura,106560508,colon,13,st. john's hospital camarillo
2020,ventura,106560508,liver,1,st. john's hospital camarillo
2020,ventura,106560508,pancreas,1,st. john's hospital camarillo
2020,ventura,106560508,rectum,1,st. john's hospital camarillo
2020,ventura,106560508,stomach,1,st. john's hospital camarillo
2021,ventura,106560508,breast,36,st. john's hospital camarillo
2021,ventura,106560508,colon,11,st. john's hospital camarillo
2021,ventura,106560508,prostate,1,st. john's hospital camarillo
2021,ventura,106560508,rectum,1,st. john's hospital camarillo
2021,ventura,106560508,stomach,1,st. john's hospital camarillo
2022,ventura,106560508,rectum,5,st. john's hospital camarillo
2022,ventura,106560508,prostate,1,st. john's hospital camarillo
2022,ventura,106560508,colon,8,st. john's hospital camarillo
2022,ventura,106560508,breast,41,st. john's hospital camarillo
2023,ventura,106560508,breast,44,st. john's hospital camarillo
2023,ventura,106560508,colon,9,st. john's hospital camarillo
2023,ventura,106560508,rectum,2,st. john's hospital camarillo
2013,ventura,106560529,brain,4,st. john's regional medical center
2013,ventura,106560529,breast,55,st. john's regional medical center
2013,ventura,106560529,colon,22,st. john's regional medical center
2013,ventura,106560529,lung,16,st. john's regional medical center
2013,ventura,106560529,prostate,1,st. john's regional medical center
2013,ventura,106560529,rectum,9,st. john's regional medical center
2013,ventura,106560529,stomach,2,st. john's regional medical center
2014,ventura,106560529,brain,2,st. john's regional medical center
2014,ventura,106560529,breast,79,st. john's regional medical center
2014,ventura,106560529,colon,23,st. john's regional medical center
2014,ventura,106560529,lung,7,st. john's regional medical center
2014,ventura,106560529,rectum,6,st. john's regional medical center
2014,ventura,106560529,stomach,5,st. john's regional medical center
