Year,County,Hospital,Hospital ID,Performance Measure,Statewide All PCI Cases,Statewide Elective PCIs ,Statewide Adverse Events,Statewide ObservedAdverse Events Rate (%),Hospital Total PCI Cases,Hospital All/Elective PCI Cases,Hospital Elective PCI Cases,Hospital Primary PCI Cases, Hospital Adverse Events,Hospital ObservedAdverse Events Rate (%), Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%, RAAER)",Latitude,Longitude
2018,Fresno,Clovis Community Medical Center,106100005,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,208,121,121,87,0,N/A,N/A,N/A,36.83745,-119.66072
2018,Fresno,Clovis Community Medical Center,106100005,All PCI Mortality,"39,866","14,674",929,2.33,208,208,121,87,3,1.44,1.59,2.11,36.83745,-119.66072
2018,Fresno,Clovis Community Medical Center,106100005,All PCI Stroke,"39,866","14,674",144,0.36,208,208,121,87,0,0,0.26,0,36.83745,-119.66072
2018,Fresno,Clovis Community Medical Center,106100005,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,208,208,121,87,1,N/A,N/A,N/A,36.83745,-119.66072
2018,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Mortality,"39,866","14,674",44,0.3,243,33,33,210,0,0,0.19,0,37.51052,-120.83966
2018,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Stroke,"39,866","14,674",16,0.11,243,33,33,210,0,0,0.09,0,37.51052,-120.83966
2018,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,243,33,33,210,0,N/A,N/A,N/A,37.51052,-120.83966
2018,Stanislaus,Emanuel Medical Center ,106500867,All PCI Mortality,"39,866","14,674",929,2.33,243,243,33,210,3,1.23,2.23,1.29,37.51052,-120.83966
2018,Stanislaus,Emanuel Medical Center ,106500867,All PCI Stroke,"39,866","14,674",144,0.36,243,243,33,210,0,0,0.36,0,37.51052,-120.83966
2018,Stanislaus,Emanuel Medical Center ,106500867,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,243,243,33,210,1,N/A,N/A,N/A,37.51052,-120.83966
2018,Alameda,Highland Hospital ,106010846,Elective PCI Mortality,"39,866","14,674",44,0.3,132,9,9,123,0,0,0.16,0,37.79925,-122.23138
2018,Alameda,Highland Hospital ,106010846,Elective PCI Stroke,"39,866","14,674",16,0.11,132,9,9,123,0,0,0.08,0,37.79925,-122.23138
2018,Alameda,Highland Hospital ,106010846,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,132,9,9,123,0,N/A,N/A,N/A,37.79925,-122.23138
2018,Alameda,Highland Hospital ,106010846,All PCI Mortality,"39,866","14,674",929,2.33,132,132,9,123,4,3.03,4.76,1.48,37.79925,-122.23138
2018,Alameda,Highland Hospital ,106010846,All PCI Stroke,"39,866","14,674",144,0.36,132,132,9,123,1,0.76,0.59,0.46,37.79925,-122.23138
2018,Alameda,Highland Hospital ,106010846,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,132,132,9,123,0,N/A,N/A,N/A,37.79925,-122.23138
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Mortality,"39,866","14,674",44,0.3,320,127,127,193,0,0,0.15,0,33.65816,-117.7749
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Stroke,"39,866","14,674",16,0.11,320,127,127,193,0,0,0.09,0,33.65816,-117.7749
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,320,127,127,193,0,N/A,N/A,N/A,33.65816,-117.7749
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Mortality,"39,866","14,674",929,2.33,320,320,127,193,0,0,0.64,0,33.65816,-117.7749
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Stroke,"39,866","14,674",144,0.36,320,320,127,193,0,0,0.22,0,33.65816,-117.7749
2018,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,320,320,127,193,0,N/A,N/A,N/A,33.65816,-117.7749
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Mortality,"39,866","14,674",44,0.3,425,93,93,332,0,0,0.2,0,38.74636,-121.25107
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Stroke,"39,866","14,674",16,0.11,425,93,93,332,0,0,0.11,0,38.74636,-121.25107
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,425,93,93,332,0,N/A,N/A,N/A,38.74636,-121.25107
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Mortality,"39,866","14,674",929,2.33,425,425,93,332,5,1.18,1.63,1.68,38.74636,-121.25107
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Stroke,"39,866","14,674",144,0.36,425,425,93,332,0,0,0.35,0,38.74636,-121.25107
2018,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,425,425,93,332,3,N/A,N/A,N/A,38.74636,-121.25107
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Mortality,"39,866","14,674",44,0.3,112,14,14,98,0,0,0.13,0,37.23924,-121.80269
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Stroke,"39,866","14,674",16,0.11,112,14,14,98,0,0,0.08,0,37.23924,-121.80269
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,112,14,14,98,0,N/A,N/A,N/A,37.23924,-121.80269
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Mortality,"39,866","14,674",929,2.33,112,112,14,98,8,7.14,4.8,3.47,37.23924,-121.80269
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Stroke,"39,866","14,674",144,0.36,112,112,14,98,0,0,0.64,0,37.23924,-121.80269
2018,Santa Clara,Kaiser Foundation Hospital – San Jose,106431506,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,112,112,14,98,0,N/A,N/A,N/A,37.23924,-121.80269
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Mortality,"39,866","14,674",44,0.3,364,64,64,300,0,0,0.31,0,38.47144,-121.42409
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Stroke,"39,866","14,674",16,0.11,364,64,64,300,0,0,0.09,0,38.47144,-121.42409
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,364,64,64,300,0,N/A,N/A,N/A,38.47144,-121.42409
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Mortality,"39,866","14,674",929,2.33,364,364,64,300,7,1.92,3.94,1.14,38.47144,-121.42409
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Stroke,"39,866","14,674",144,0.36,364,364,64,300,2,0.55,0.47,0.42,38.47144,-121.42409
2018,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,364,364,64,300,0,N/A,N/A,N/A,38.47144,-121.42409
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Mortality,"39,866","14,674",44,0.3,105,38,38,67,0,0,0.17,0,37.8923,-122.05828
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Stroke,"39,866","14,674",16,0.11,105,38,38,67,0,0,0.08,0,37.8923,-122.05828
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,105,38,38,67,0,N/A,N/A,N/A,37.8923,-122.05828
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Mortality,"39,866","14,674",929,2.33,105,105,38,67,1,0.95,1.35,1.64,37.8923,-122.05828
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Stroke,"39,866","14,674",144,0.36,105,105,38,67,0,0,0.29,0,37.8923,-122.05828
2018,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,105,105,38,67,1,N/A,N/A,N/A,37.8923,-122.05828
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Mortality,"39,866","14,674",44,0.3,260,73,73,187,0,0,0.2,0,38.12839,-122.24761
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Stroke,"39,866","14,674",16,0.11,260,73,73,187,0,0,0.09,0,38.12839,-122.24761
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,260,73,73,187,0,N/A,N/A,N/A,38.12839,-122.24761
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Mortality,"39,866","14,674",929,2.33,260,260,73,187,2,0.77,1.24,1.44,38.12839,-122.24761
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Stroke,"39,866","14,674",144,0.36,260,260,73,187,4,1.54,0.28,2,38.12839,-122.24761
2018,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,260,260,73,187,0,N/A,N/A,N/A,38.12839,-122.24761
2018,Orange,Los Alamitos Medical Center,106301248,Elective PCI Mortality,"39,866","14,674",44,0.3,168,54,54,114,1,1.85,0.46,1.2,33.80327,-118.0674
2018,Orange,Los Alamitos Medical Center,106301248,Elective PCI Stroke,"39,866","14,674",16,0.11,168,54,54,114,0,0,0.13,0,33.80327,-118.0674
2018,Orange,Los Alamitos Medical Center,106301248,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,168,54,54,114,0,N/A,N/A,N/A,33.80327,-118.0674
2018,Orange,Los Alamitos Medical Center,106301248,All PCI Mortality,"39,866","14,674",929,2.33,168,168,54,114,9,5.36,4.63,2.7,33.80327,-118.0674
2018,Orange,Los Alamitos Medical Center,106301248,All PCI Stroke,"39,866","14,674",144,0.36,168,168,54,114,0,0,0.5,0,33.80327,-118.0674
2018,Orange,Los Alamitos Medical Center,106301248,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,168,168,54,114,0,N/A,N/A,N/A,33.80327,-118.0674
2018,Alameda,St. Rose Hospital ,106010967,Elective PCI Mortality,"39,866","14,674",44,0.3,157,20,20,137,0,0,0.24,0,37.63291,-122.08962
2018,Alameda,St. Rose Hospital ,106010967,Elective PCI Stroke,"39,866","14,674",16,0.11,157,20,20,137,0,0,0.1,0,37.63291,-122.08962
2018,Alameda,St. Rose Hospital ,106010967,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,157,20,20,137,0,N/A,N/A,N/A,37.63291,-122.08962
2018,Alameda,St. Rose Hospital ,106010967,All PCI Mortality,"39,866","14,674",929,2.33,157,157,20,137,8,5.1,7.02,1.69,37.63291,-122.08962
2018,Alameda,St. Rose Hospital ,106010967,All PCI Stroke,"39,866","14,674",144,0.36,157,157,20,137,2,1.27,0.68,0.67,37.63291,-122.08962
2018,Alameda,St. Rose Hospital ,106010967,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,157,157,20,137,0,N/A,N/A,N/A,37.63291,-122.08962
2018,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Mortality,"39,866","14,674",44,0.3,205,30,30,175,0,0,0.33,0,37.98222,-121.8054
2018,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Stroke,"39,866","14,674",16,0.11,205,30,30,175,0,0,0.11,0,37.98222,-121.8054
2018,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,205,30,30,175,0,N/A,N/A,N/A,37.98222,-121.8054
2018,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Mortality,"39,866","14,674",929,2.33,205,205,30,175,6,2.93,2.83,2.41,37.98222,-121.8054
2018,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Stroke,"39,866","14,674",144,0.36,205,205,30,175,0,0,0.38,0,37.98222,-121.8054
2018,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,205,205,30,175,0,N/A,N/A,N/A,37.98222,-121.8054
2018,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Mortality,"39,866","14,674",44,0.3,310,72,72,238,0,0,0.19,0,38.76515,-121.24922
2018,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Stroke,"39,866","14,674",16,0.11,310,72,72,238,0,0,0.09,0,38.76515,-121.24922
2018,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Emergency CABG,"39,866","14,674",N/A,N/A,310,72,72,238,0,N/A,N/A,N/A,38.76515,-121.24922
2018,Placer,Sutter Roseville Medical Center ,106311000,All PCI Mortality,"39,866","14,674",929,2.33,310,310,72,238,7,2.26,3.44,1.53,38.76515,-121.24922
2018,Placer,Sutter Roseville Medical Center ,106311000,All PCI Stroke,"39,866","14,674",144,0.36,310,310,72,238,1,0.32,0.43,0.27,38.76515,-121.24922
2018,Placer,Sutter Roseville Medical Center ,106311000,All PCI Emergency CABG,"39,866","14,674",N/A,N/A,310,310,72,238,0,N/A,N/A,N/A,38.76515,-121.24922
2017,Fresno,Clovis Community Medical Center,106100005,Elective PCI Mortality,"60,925","20,401",48,0.24,270,110,110,160,0,0,0.3,0,36.83745,-119.66072
2017,Fresno,Clovis Community Medical Center,106100005,Elective PCI Stroke,"60,925","20,401",26,0.13,270,110,110,160,0,0,0.17,0,36.83745,-119.66072
2017,Fresno,Clovis Community Medical Center,106100005,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,270,110,110,160,0,0,0.11,0,36.83745,-119.66072
2017,Fresno,Clovis Community Medical Center,106100005,All PCI Mortality,"60,925","20,401","1,336",2.19,270,270,110,160,10,3.7,1.32,6.13,36.83745,-119.66072
2017,Fresno,Clovis Community Medical Center,106100005,All PCI Stroke,"60,925","20,401",213,0.35,270,270,110,160,1,0.37,0.31,0.41,36.83745,-119.66072
2017,Fresno,Clovis Community Medical Center,106100005,All PCI Emergency CABG,"60,925","20,401",146,0.24,270,270,110,160,2,0.74,0.21,0.83,36.83745,-119.66072
2017,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Mortality,"60,925","20,401",48,0.24,414,56,56,358,0,0,0.2,0,37.51052,-120.83966
2017,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Stroke,"60,925","20,401",26,0.13,414,56,56,358,0,0,0.15,0,37.51052,-120.83966
2017,Stanislaus,Emanuel Medical Center ,106500867,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,414,56,56,358,0,0,0.12,0,37.51052,-120.83966
2017,Stanislaus,Emanuel Medical Center ,106500867,All PCI Mortality,"60,925","20,401","1,336",2.19,414,414,56,358,10,2.42,1.81,2.93,37.51052,-120.83966
2017,Stanislaus,Emanuel Medical Center ,106500867,All PCI Stroke,"60,925","20,401",213,0.35,414,414,56,358,2,0.48,0.43,0.39,37.51052,-120.83966
2017,Stanislaus,Emanuel Medical Center ,106500867,All PCI Emergency CABG,"60,925","20,401",146,0.24,414,414,56,358,3,0.72,0.19,0.9,37.51052,-120.83966
2017,Alameda,Highland Hospital ,106010846,Elective PCI Mortality,"60,925","20,401",48,0.24,161,0,0,161,0,0,N/A,0,37.79925,-122.23138
2017,Alameda,Highland Hospital ,106010846,Elective PCI Stroke,"60,925","20,401",26,0.13,161,0,0,161,0,0,N/A,0,37.79925,-122.23138
2017,Alameda,Highland Hospital ,106010846,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,161,0,0,161,0,0,N/A,0,37.79925,-122.23138
2017,Alameda,Highland Hospital ,106010846,All PCI Mortality,"60,925","20,401","1,336",2.19,161,161,0,161,4,2.48,2.44,2.23,37.79925,-122.23138
2017,Alameda,Highland Hospital ,106010846,All PCI Stroke,"60,925","20,401",213,0.35,161,161,0,161,1,0.62,0.4,0.55,37.79925,-122.23138
2017,Alameda,Highland Hospital ,106010846,All PCI Emergency CABG,"60,925","20,401",146,0.24,161,161,0,161,0,0,0.27,0,37.79925,-122.23138
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Mortality,"60,925","20,401",48,0.24,373,150,150,223,0,0,0.16,0,33.65816,-117.7749
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Stroke,"60,925","20,401",26,0.13,373,150,150,223,0,0,0.12,0,33.65816,-117.7749
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,373,150,150,223,0,0,0.12,0,33.65816,-117.7749
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Mortality,"60,925","20,401","1,336",2.19,373,373,150,223,3,0.8,0.74,2.39,33.65816,-117.7749
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Stroke,"60,925","20,401",213,0.35,373,373,150,223,2,0.54,0.22,0.85,33.65816,-117.7749
2017,Orange,Kaiser Foundation Hospital – Orange County – Irvine,106304306,All PCI Emergency CABG,"60,925","20,401",146,0.24,373,373,150,223,0,0,0.15,0,33.65816,-117.7749
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Mortality,"60,925","20,401",48,0.24,599,127,127,472,0,0,0.17,0,38.74636,-121.25107
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Stroke,"60,925","20,401",26,0.13,599,127,127,472,0,0,0.14,0,38.74636,-121.25107
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,599,127,127,472,0,0,0.1,0,38.74636,-121.25107
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Mortality,"60,925","20,401","1,336",2.19,599,599,127,472,14,2.34,1.94,2.63,38.74636,-121.25107
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Stroke,"60,925","20,401",213,0.35,599,599,127,472,0,0,0.33,0,38.74636,-121.25107
2017,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Emergency CABG,"60,925","20,401",146,0.24,599,599,127,472,0,0,0.17,0,38.74636,-121.25107
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Mortality,"60,925","20,401",48,0.24,530,95,95,435,1,1.05,0.26,0.96,38.47144,-121.42409
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Stroke,"60,925","20,401",26,0.13,530,95,95,435,0,0,0.22,0,38.47144,-121.42409
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,530,95,95,435,0,0,0.12,0,38.47144,-121.42409
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Mortality,"60,925","20,401","1,336",2.19,530,530,95,435,10,1.89,3.01,1.37,38.47144,-121.42409
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Stroke,"60,925","20,401",213,0.35,530,530,95,435,2,0.38,0.41,0.32,38.47144,-121.42409
2017,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Emergency CABG,"60,925","20,401",146,0.24,530,530,95,435,0,0,0.2,0,38.47144,-121.42409
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Mortality,"60,925","20,401",48,0.24,408,148,148,260,1,0.68,0.16,1,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Stroke,"60,925","20,401",26,0.13,408,148,148,260,0,0,0.13,0,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,408,148,148,260,1,0.68,0.12,0.65,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Mortality,"60,925","20,401","1,336",2.19,408,408,148,260,2,0.49,1.42,0.76,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Stroke,"60,925","20,401",213,0.35,408,408,148,260,1,0.25,0.33,0.26,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Emergency CABG,"60,925","20,401",146,0.24,408,408,148,260,1,0.25,0.23,0.25,37.8923,-122.05828
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Mortality,"60,925","20,401",48,0.24,357,110,110,247,0,0,0.18,0,38.12839,-122.24761
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Stroke,"60,925","20,401",26,0.13,357,110,110,247,0,0,0.13,0,38.12839,-122.24761
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,357,110,110,247,0,0,0.11,0,38.12839,-122.24761
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Mortality,"60,925","20,401","1,336",2.19,357,357,110,247,5,1.4,1.61,1.91,38.12839,-122.24761
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Stroke,"60,925","20,401",213,0.35,357,357,110,247,1,0.28,0.36,0.27,38.12839,-122.24761
2017,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Emergency CABG,"60,925","20,401",146,0.24,357,357,110,247,0,0,0.24,0,38.12839,-122.24761
2017,Orange,Los Alamitos Medical Center,106301248,Elective PCI Mortality,"60,925","20,401",48,0.24,256,74,74,182,2,2.7,0.42,1.56,33.80327,-118.0674
2017,Orange,Los Alamitos Medical Center,106301248,Elective PCI Stroke,"60,925","20,401",26,0.13,256,74,74,182,0,0,0.13,0,33.80327,-118.0674
2017,Orange,Los Alamitos Medical Center,106301248,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,256,74,74,182,0,0,0.1,0,33.80327,-118.0674
2017,Orange,Los Alamitos Medical Center,106301248,All PCI Mortality,"60,925","20,401","1,336",2.19,256,256,74,182,9,3.52,3.17,2.43,33.80327,-118.0674
2017,Orange,Los Alamitos Medical Center,106301248,All PCI Stroke,"60,925","20,401",213,0.35,256,256,74,182,0,0,0.33,0,33.80327,-118.0674
2017,Orange,Los Alamitos Medical Center,106301248,All PCI Emergency CABG,"60,925","20,401",146,0.24,256,256,74,182,0,0,0.17,0,33.80327,-118.0674
2017,Alameda,St. Rose Hospital ,106010967,Elective PCI Mortality,"60,925","20,401",48,0.24,215,26,26,189,0,0,0.22,0,37.63291,-122.08962
2017,Alameda,St. Rose Hospital ,106010967,Elective PCI Stroke,"60,925","20,401",26,0.13,215,26,26,189,0,0,0.15,0,37.63291,-122.08962
2017,Alameda,St. Rose Hospital ,106010967,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,215,26,26,189,0,0,0.09,0,37.63291,-122.08962
2017,Alameda,St. Rose Hospital ,106010967,All PCI Mortality,"60,925","20,401","1,336",2.19,215,215,26,189,9,4.19,5.23,1.75,37.63291,-122.08962
2017,Alameda,St. Rose Hospital ,106010967,All PCI Stroke,"60,925","20,401",213,0.35,215,215,26,189,0,0,0.71,0,37.63291,-122.08962
2017,Alameda,St. Rose Hospital ,106010967,All PCI Emergency CABG,"60,925","20,401",146,0.24,215,215,26,189,0,0,0.29,0,37.63291,-122.08962
2017,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Mortality,"60,925","20,401",48,0.24,241,11,11,230,0,0,0.12,0,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Stroke,"60,925","20,401",26,0.13,241,11,11,230,0,0,0.14,0,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center ,106070934,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,241,11,11,230,0,0,0.13,0,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Mortality,"60,925","20,401","1,336",2.19,241,241,11,230,5,2.07,1.4,3.24,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Stroke,"60,925","20,401",213,0.35,241,241,11,230,1,0.41,0.34,0.43,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center ,106070934,All PCI Emergency CABG,"60,925","20,401",146,0.24,241,241,11,230,0,0,0.19,0,37.98222,-121.8054
2017,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Mortality,"60,925","20,401",48,0.24,402,70,70,332,0,0,0.19,0,38.76515,-121.24922
2017,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Stroke,"60,925","20,401",26,0.13,402,70,70,332,0,0,0.13,0,38.76515,-121.24922
2017,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Emergency CABG,"60,925","20,401",25,0.12,402,70,70,332,0,0,0.11,0,38.76515,-121.24922
2017,Placer,Sutter Roseville Medical Center ,106311000,All PCI Mortality,"60,925","20,401","1,336",2.19,402,402,70,332,8,1.99,2.26,1.93,38.76515,-121.24922
2017,Placer,Sutter Roseville Medical Center ,106311000,All PCI Stroke,"60,925","20,401",213,0.35,402,402,70,332,0,0,0.35,0,38.76515,-121.24922
2017,Placer,Sutter Roseville Medical Center ,106311000,All PCI Emergency CABG,"60,925","20,401",146,0.24,402,402,70,332,0,0,0.22,0,38.76515,-121.24922
2016,Fresno,Clovis Community Medical Center,106100005,Elective PCI Mortality,"60,522","20,456",51,0.25,302,118,118,184,0,0,0.18,0,36.83745,-119.66072
2016,Fresno,Clovis Community Medical Center,106100005,Elective PCI Stroke,"60,522","20,456",26,0.13,302,118,118,184,0,0,0.14,0,36.83745,-119.66072
2016,Fresno,Clovis Community Medical Center,106100005,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,302,118,118,184,0,0,0.09,0,36.83745,-119.66072
2016,Fresno,Clovis Community Medical Center,106100005,All PCI Mortality,"60,522","20,456","1,381",2.28,302,302,118,184,6,1.99,1.27,3.57,36.83745,-119.66072
2016,Fresno,Clovis Community Medical Center,106100005,All PCI Stroke,"60,522","20,456",228,0.38,302,302,118,184,2,0.66,0.36,0.7,36.83745,-119.66072
2016,Fresno,Clovis Community Medical Center,106100005,All PCI Emergency CABG,"60,522","20,456",155,0.26,302,302,118,184,1,0.33,0.18,0.48,36.83745,-119.66072
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Mortality,"60,522","20,456",51,0.25,487,135,135,352,0,0,0.17,0,38.74636,-121.25107
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Stroke,"60,522","20,456",26,0.13,487,135,135,352,0,0,0.11,0,38.74636,-121.25107
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,487,135,135,352,0,0,0.08,0,38.74636,-121.25107
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Mortality,"60,522","20,456","1,381",2.28,487,487,135,352,0,0,1.48,0,38.74636,-121.25107
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Stroke,"60,522","20,456",228,0.38,487,487,135,352,1,0.21,0.33,0.23,38.74636,-121.25107
