Year,County,OSHPDID,Hospital Name,Postoperative Sepsis Cases,Elective Surgical Discharges,Risk-adjusted Postoperative Sepsis Rate,Risk-adjusted Performance Rating,Latitude,Longitude
2021,San Joaquin,106391056,Sutter Tracy Community Hospital,0,145,0,Average,37.74366,-121.43482
2021,San Luis Obispo,106400480,French Hospital Medical Center,1,429,0.22,Average,35.27801,-120.64977
2021,San Luis Obispo,106400466,Marian Regional Medical Center – Arroyo Grande,1,171,0.99,Average,35.11369,-120.59147
2021,San Luis Obispo,106400524,Tenet Health Central Coast Sierra Vista Regional Medical Center,0,175,0,Average,35.290986,-120.666309
2021,San Luis Obispo,106400548,Tenet Health Central Coast Twin Cities Community Hospital,1,151,1.13,Average,35.5543,-120.71967
2021,San Mateo,106410817,AHMC Seton Medical Center,0,109,0,Average,37.68172,-122.47283
2021,San Mateo,106414139,Kaiser Foundation Hospital – Redwood City,3,1254,0.35,Average,37.48967,-122.22463
2021,San Mateo,106410806,Kaiser Foundation Hospital – South San Francisco,0,576,0,Above Average,37.65806,-122.43837
2021,San Mateo,106410852,Mills-Peninsula Medical Center,1,1290,0.07,Above Average,37.5944692,-122.3832465
2021,San Mateo,106410782,San Mateo Medical Center,0,106,0,Average,37.53017,-122.29951
2021,San Mateo,106410891,Sequoia Hospital,1,793,0.19,Average,37.48129,-122.25377
2021,Santa Barbara,106420483,Goleta Valley Cottage Hospital,1,529,0.9,Average,34.43336,-119.80929
2021,Santa Barbara,106420491,Lompoc Valley Medical Center,1,198,0.61,Average,34.639252,-120.4396497
2021,Santa Barbara,106420493,Marian Regional Medical Center,3,905,0.56,Average,34.95198,-120.41338
2021,Santa Barbara,106420514,Santa Barbara Cottage Hospital,6,1688,0.39,Average,34.42948,-119.72317
2021,Santa Clara,106430763,El Camino Health,7,1866,0.4,Average,37.36779,-122.07801
2021,Santa Clara,106430779,Good Samaritan Hospital – San Jose,4,919,0.6,Average,37.25116,-121.9449
2021,Santa Clara,106431506,Kaiser Foundation Hospital – San Jose,3,1130,0.23,Average,37.23924,-121.80269
2021,Santa Clara,106434153,Kaiser Foundation Hospital – Santa Clara,7,1577,0.25,Average,37.334597,-121.995774
2021,Santa Clara,106430837,O'Connor Hospital,0,364,0,Average,37.32714,-121.93727
2021,Santa Clara,106430705,Regional Medical Center of San Jose,2,216,1.12,Average,37.36332,-121.84837
2021,Santa Clara,106430883,Santa Clara Valley Medical Center,3,860,0.39,Average,37.31346,-121.93202
2021,Santa Clara,106434138,St. Louise Regional Hospital,0,50,0,Average,37.03731,-121.57411
2021,Santa Clara,106430905,Stanford Health Care,57,7465,0.52,Average,37.433,-122.175881
2021,Santa Cruz,106440755,Dominican Hospital,5,520,0.76,Average,36.98806,-121.98489
2021,Santa Cruz,106444013,Watsonville Community Hospital,0,79,0,Average,36.92839,-121.79173
2021,Shasta,106450949,Mercy Medical Center – Redding,0,387,0,Average,40.57204,-122.39742
2021,Shasta,106454013,Patients' Hospital of Redding,0,144,0,Average,40.58563,-122.41632
2021,Shasta,106450940,Shasta Regional Medical Center,2,705,0.37,Average,40.58562,-122.387731
2021,Siskiyou,106474007,Fairchild Medical Center,0,67,0,Average,41.71949,-122.645801
2021,Siskiyou,106470871,Mercy Medical Center Mt. Shasta,0,30,0,Average,41.31894,-122.32309
2021,Solano,106484044,Kaiser Foundation Hospital – Vacaville,5,459,1.34,Average,38.3894968,-121.9373177
2021,Solano,106480989,Kaiser Foundation Hospital & Rehab Center – Vallejo,3,240,0.53,Average,38.12839,-122.24761
2021,Solano,106481357,NorthBay Medical Center,1,324,0.34,Average,38.26097,-122.05076
2021,Solano,106481094,Sutter Solano Medical Center,0,391,0,Average,38.13109,-122.23852
2021,Sonoma,106490964,Healdsburg Hospital,0,8,0,Average,38.62764,-122.86385
2021,Sonoma,106494019,Kaiser Foundation Hospital – Santa Rosa,2,241,0.51,Average,38.47087,-122.73119
2021,Sonoma,106491001,Petaluma Valley Hospital,0,54,0,Average,38.25323,-122.63302
2021,Sonoma,106491064,Providence Santa Rosa Memorial Hospital – Montgomery,1,600,0.24,Average,38.4429,-122.70149
2021,Sonoma,106491338,Sonoma Specialty Hospital,0,7,0,Average,38.39825,-122.82115
2021,Sonoma,106491076,Sonoma Valley Hospital,0,65,0,Average,38.28841,-122.46524
2021,Sonoma,106494106,Sutter Santa Rosa Regional Hospital,0,1101,0,Average,38.49636,-122.7514
2021,Stanislaus,106500852,Doctors Medical Center,1,528,0.32,Average,37.66439,-120.99631
2021,Stanislaus,106500867,Emanuel Medical Center,0,117,0,Average,37.51052,-120.83966
2021,Stanislaus,106500939,Memorial Medical Center – Modesto,8,1370,0.91,Average,37.66868,-120.973381
2021,Stanislaus,106504038,Stanislaus Surgical Hospital,0,298,0,Average,37.66395,-120.95756
2021,Sutter,106514030,Sutter Surgical Hospital – North Valley,1,227,0.73,Average,39.13216,-121.61354
2021,Tehama,106521041,St. Elizabeth Community Hospital,0,76,0,Average,40.1495,-122.21887
2021,Tulare,106540816,Adventist Health Tulare,1,22,11.09,Average,36.2210166,-119.3385341
2021,Tulare,106540734,Kaweah Health Medical Center,7,1010,0.65,Average,36.32753,-119.29345
2021,Tulare,106540798,Sierra View Medical Center,1,181,1.38,Average,36.06948,-119.02727
2021,Tuolumne,106554011,Adventist Health Sonora – Greenley,2,271,0.75,Average,37.97568,-120.369
2021,Ventura,106560525,Adventist Health Simi Valley,2,227,1.54,Average,34.28973,-118.74394
2021,Ventura,106560473,Community Memorial Hospital – San Buenaventura,3,1069,0.37,Average,34.274589,-119.258124
2021,Ventura,106560492,Los Robles Hospital & Medical Center,3,1761,0.28,Average,34.20762,-118.882411
2021,Ventura,106560501,Ojai Valley Community Hospital,0,4,0,Average,34.44221,-119.26311
2021,Ventura,106560508,St. John's Hospital Camarillo,0,96,0,Average,34.24177,-119.018
2021,Ventura,106560529,St. John's Regional Medical Center,3,603,0.53,Average,34.21687,-119.15819
2021,Yolo,106574010,Sutter Davis Hospital,2,91,2.91,Average,38.56289,-121.77164
2021,Yolo,106571086,Woodland Memorial Hospital,0,254,0,Average,38.66284,-121.7933
2021,Yuba,106580996,Adventist Health and Rideout,3,412,1,Average,39.138805,-121.593602
2022,STATEWIDE,n/a,n/a,1034,217046,0.48,n/a,n/a,n/a
2022,Alameda,106010735,Alameda Hospital,0,89,0.00,Average,37.76266000,-122.25399100
2022,Alameda,106010937,Alta Bates Summit Medical Center,12,1033,1.13,Below Average,37.82106000,-122.26257000
2022,Alameda,106010739,Alta Bates Summit Medical Center – Alta Bates Campus,0,514,0.00,Average,37.85645000,-122.25743000
2022,Alameda,106014233,Eden Medical Center,0,336,0.00,Average,37.69837690,-122.08740550
2022,Alameda,106010846,Highland Hospital,1,525,0.20,Average,37.79925000,-122.23138000
2022,Alameda,106014132,Kaiser Foundation Hospital – Fremont,0,55,0.00,Average,37.55055000,-121.97483000
2022,Alameda,106014326,Kaiser Foundation Hospital – Oakland/Richmond,9,2442,0.31,Average,37.82402000,-122.25791000
2022,Alameda,106014337,Kaiser Foundation Hospital – San Leandro,2,537,0.33,Average,37.70611000,-122.16917000
2022,Alameda,106010967,St. Rose Hospital,0,198,0.00,Average,37.63291000,-122.08962000
2022,Alameda,106014050,Stanford Health Care Tri-Valley,2,613,0.30,Average,37.69206000,-121.88095000
2022,Alameda,106010987,Washington Hospital – Fremont,4,592,1.33,Average,37.55847000,-121.98006000
2022,Amador,106034002,Sutter Amador Hospital,0,70,0.00,Average,38.34743000,-120.77272000
2022,Butte,106040962,Enloe Medical Center– Esplanade,1,1245,0.10,Average,39.74226000,-121.84918000
2022,Butte,106040937,Oroville Hospital,1,419,0.13,Average,39.50485000,-121.54280000
2022,Calaveras,106050932,Mark Twain Medical Center,0,36,0.00,Average,38.19057000,-120.67095000
2022,Contra Costa,106070924,Contra Costa Regional Medical Center,0,135,0.00,Average,38.00646000,-122.13101000
2022,Contra Costa,106071018,John Muir Medical Center – Concord Campus,5,1402,0.37,Average,37.98615000,-122.03874000
2022,Contra Costa,106070988,John Muir Medical Center – Walnut Creek Campus,6,2067,0.39,Average,37.91304000,-122.04078100
2022,Contra Costa,106074097,Kaiser Foundation Hospital – Antioch,4,330,0.74,Average,37.95197500,-121.77685400
2022,Contra Costa,106070990,Kaiser Foundation Hospital – Walnut Creek,4,400,0.57,Average,37.89230000,-122.05828000
2022,Contra Costa,106074017,San Ramon Regional Medical Center,0,427,0.00,Average,37.77549000,-121.95884000
2022,Contra Costa,106070934,Sutter Delta Medical Center,0,41,0.00,Average,37.98222000,-121.80540000
2022,Del Norte,106084001,Sutter Coast Hospital,2,63,3.79,Average,41.77278000,-124.19514000
2022,El Dorado,106090793,Barton Memorial Hospital,1,104,1.19,Average,38.91228000,-119.99758000
2022,El Dorado,106090933,Marshall Medical Center,1,153,0.51,Average,38.72556000,-120.79092000
2022,Fresno,106100797,Adventist Health Reedley,0,22,0.00,Average,36.60789000,-119.45145000
2022,Fresno,106100005,Clovis Community Medical Center,4,676,0.77,Average,36.83745000,-119.66072000
2022,Fresno,106100717,Community Regional Medical Center – Fresno,13,3623,0.35,Average,36.74252000,-119.78407100
2022,Fresno,106104047,Fresno Surgical Hospital,0,877,0.00,Average,36.82531000,-119.78155000
2022,Fresno,106104062,Kaiser Foundation Hospital – Fresno,1,421,0.30,Average,36.84246000,-119.78320000
2022,Fresno,106100899,Saint Agnes Medical Center,5,1607,0.28,Average,36.83707820,-119.76499630
2022,Humboldt,106121002,Mad River Community Hospital,0,48,0.00,Average,40.90351000,-124.09038000
2022,Humboldt,106121051,Providence Redwood Memorial Hospital,0,14,0.00,Average,40.58267000,-124.13549000
2022,Humboldt,106121080,Providence St. Joseph Hospital – Eureka,2,502,0.34,Average,40.78320000,-124.14216000
2022,Imperial,106130699,El Centro Regional Medical Center,1,69,2.39,Average,32.78138000,-115.49824000
2022,Imperial,106130760,Pioneers Memorial Healthcare District,0,32,0.00,Average,32.96003000,-115.55183000
2022,Inyo,106141273,Northern Inyo Hospital,0,6,0.00,Average,37.36207000,-118.40756000
2022,Kern,106150788,Adventist Health Bakersfield,0,1000,0.00,Average,35.38306400,-119.01877500
2022,Kern,106150706,Adventist Health Delano,1,134,2.27,Average,35.76143000,-119.23706000
2022,Kern,106154101,Bakersfield Heart Hospital,0,144,0.00,Average,35.38619000,-119.04314000
2022,Kern,106150722,Bakersfield Memorial Hospital,2,1015,0.34,Average,35.39051000,-119.00658000
2022,Kern,106150736,Kern Medical Center,2,406,0.64,Average,35.38083300,-118.96722200
2022,Kern,106150761,Mercy Hospital – Bakersfield,1,670,0.24,Average,35.37323000,-119.02715000
2022,Kern,106150782,Ridgecrest Regional Hospital,0,28,0.00,Average,35.64040000,-117.66996000
2022,Kings,106164029,Adventist Health Hanford,2,336,0.81,Average,36.32562470,-119.66839120
2022,Lake,106171049,Adventist Health Clearlake,0,11,0.00,Average,38.93619000,-122.62020000
2022,Lake,106171395,Sutter Lakeside Hospital,0,52,0.00,Average,39.10232000,-122.91003000
2022,Lassen,106184008,Banner Lassen Medical Center,0,3,0.00,Average,40.42306000,-120.64609000
2022,Los Angeles,106190323,Adventist Health Glendale,5,1318,0.53,Average,34.14951000,-118.23109000
2022,Los Angeles,106190878,Adventist Health White Memorial,0,831,0.00,Average,34.05085000,-118.21691000
2022,Los Angeles,106190017,Alhambra Hospital Medical Center,1,118,1.26,Average,34.08988000,-118.14490000
2022,Los Angeles,106190034,Antelope Valley Hospital,3,425,0.95,Average,34.68780000,-118.15798100
2022,Los Angeles,106190081,Beverly Hospital,2,507,0.75,Average,34.01614000,-118.10132000
2022,Los Angeles,106190125,California Hospital Medical Center – Los Angeles,1,466,0.40,Average,34.03721000,-118.26551000
2022,Los Angeles,106190137,Casa Colina Hospital,1,320,0.37,Average,34.09626500,-117.74565500
2022,Los Angeles,106190500,Cedars – Sinai Marina Del Rey Hospital,1,716,0.33,Average,33.98125000,-118.43971000
2022,Los Angeles,106190555,Cedars – Sinai Medical Center,62,6079,0.81,Below Average,34.07681000,-118.38061000
2022,Los Angeles,106190148,Centinela Hospital Medical Center,1,153,0.66,Average,33.94917000,-118.34788000
2022,Los Angeles,106190176,City of Hope Helford Clinical Research Hospital,10,1386,0.31,Average,34.13219000,-117.97356000
2022,Los Angeles,106190766,Coast Plaza Hospital,0,44,0.00,Average,33.91255000,-118.09915000
2022,Los Angeles,106190587,College Medical Center,0,3,0.00,Average,33.80759000,-118.19355000
2022,Los Angeles,106190197,Community Hospital of Huntington Park,1,11,4.12,Average,33.98929000,-118.22466000
2022,Los Angeles,106190681,DOCS Surgical Hospital,0,490,0.00,Average,34.05720000,-118.36195000
2022,Los Angeles,106190256,East Los Angeles Doctors Hospital,1,62,4.05,Average,34.02383000,-118.18377000
2022,Los Angeles,106190298,Emanate Health Foothill Presbyterian Hospital,2,165,0.83,Average,34.13384000,-117.87244000
2022,Los Angeles,106190413,Emanate Health Inter – Community Hospital,1,508,0.21,Average,34.08993000,-117.89264000
2022,Los Angeles,106190636,Emanate Health Queen of the Valley Hospital,7,857,1.53,Below Average,34.06242000,-117.94528000
2022,Los Angeles,106190280,Encino Hospital Medical Center,0,11,0.00,Average,34.15686000,-118.48662000
2022,Los Angeles,106190315,Garfield Medical Center,9,698,1.62,Below Average,34.06826000,-118.12302000
2022,Los Angeles,106190522,Glendale Memorial Hospital and Health Center,5,596,1.21,Average,34.12840000,-118.25769000
2022,Los Angeles,106190352,Greater El Monte Community Hospital,0,3,0.00,Average,34.04827000,-118.04257000
2022,Los Angeles,106190949,Henry Mayo Newhall Hospital,1,321,0.54,Average,34.39545000,-118.55476000
2022,Los Angeles,106190382,Hollywood Presbyterian Medical Center,3,760,0.65,Average,34.09557000,-118.29163000
2022,Los Angeles,106190400,Huntington Hospital,11,2156,0.63,Average,34.13565000,-118.15180000
2022,Los Angeles,106196035,Kaiser Foundation Hospital – Baldwin Park,3,507,0.36,Average,34.06348000,-117.98600000
2022,Los Angeles,106196403,Kaiser Foundation Hospital – Downey,5,945,0.47,Average,33.91712340,-118.12902160
2022,Los Angeles,106190429,Kaiser Foundation Hospital – Los Angeles,21,3062,0.55,Average,34.09875000,-118.29537100
2022,Los Angeles,106190432,Kaiser Foundation Hospital – Panorama City,4,590,0.52,Average,34.21980000,-118.43103000
2022,Los Angeles,106190431,Kaiser Foundation Hospital – South Bay,5,533,0.60,Average,33.78926000,-118.29373000
2022,Los Angeles,106190434,Kaiser Foundation Hospital – West LA,5,960,0.51,Average,34.03793000,-118.37568000
2022,Los Angeles,106191450,Kaiser Foundation Hospital – Woodland Hills,2,692,0.28,Average,34.17198000,-118.58829000
2022,Los Angeles,106194219,Keck Hospital of USC,32,4129,0.40,Average,34.06284000,-118.20287000
2022,Los Angeles,106190661,L.A. Downtown Medical Center,0,170,0.00,Average,34.06879000,-118.26324000
2022,Los Angeles,106190240,Lakewood Regional Medical Center,1,78,1.31,Average,33.85973100,-118.14920120
2022,Los Angeles,106190198,Los Angeles Community Hospital,0,110,0.00,Average,34.01897000,-118.18750000
2022,Los Angeles,106191231,Los Angeles County Olive View – UCLA Medical Center,4,677,0.54,Average,34.32418000,-118.45255000
2022,Los Angeles,106191228,Los Angeles County+USC Medical Center,7,2096,0.33,Average,34.05982000,-118.21031000
2022,Los Angeles,106191227,Los Angeles County/Harbor – UCLA Medical Center,9,1262,0.78,Average,33.83155000,-118.29353000
2022,Los Angeles,106191306,Los Angeles County/Rancho Los Amigos National Rehab Center,2,177,1.70,Average,33.92723000,-118.15795000
2022,Los Angeles,106190521,Memorial Hospital of Gardena,1,73,1.57,Average,33.89246000,-118.29493000
2022,Los Angeles,106190525,MemorialCare Long Beach Medical Center,12,1861,0.60,Average,33.80801000,-118.18520000
2022,Los Angeles,106190524,Mission Community Hospital – Panorama Campus,0,568,0.00,Average,34.22138000,-118.45639000
2022,Los Angeles,106190547,Monterey Park Hospital,1,35,2.59,Average,34.05308000,-118.13665000
2022,Los Angeles,106190568,Northridge Hospital Medical Center,2,435,0.47,Average,34.22075000,-118.53186000
2022,Los Angeles,106190570,Norwalk Community Hospital,0,16,0.00,Average,33.91108000,-118.06440000
2022,Los Angeles,106190392,PIH Health Good Samaritan Hospital,7,910,0.90,Average,34.05324000,-118.26522000
2022,Los Angeles,106190243,PIH Health Hospital – Downey,0,120,0.00,Average,33.93515000,-118.13196000
2022,Los Angeles,106190631,PIH Health Hospital – Whittier,13,983,1.28,Below Average,33.96979430,-118.04925500
2022,Los Angeles,106190696,Pacifica Hospital of the Valley,0,33,0.00,Average,34.24088000,-118.39555000
2022,Los Angeles,106196405,Palmdale Regional Medical Center,6,619,1.58,Below Average,34.58437540,-118.14434610
2022,Los Angeles,106190630,Pomona Valley Hospital Medical Center,2,666,0.41,Average,34.07709000,-117.75062100
2022,Los Angeles,106190517,Providence Cedars – Sinai Tarzana Medical Center,1,858,0.11,Average,34.17067000,-118.53200100
2022,Los Angeles,106190385,Providence Holy Cross Medical Center,7,1480,0.38,Average,34.27910000,-118.45951000
2022,Los Angeles,106190680,Providence Little Company of Mary Medical Center – San Pedro,0,196,0.00,Average,33.73793900,-118.30389300
2022,Los Angeles,106190470,Providence Little Company of Mary Medical Center – Torrance,2,949,0.18,Average,33.83891000,-118.35677100
2022,Los Angeles,106190756,Providence Saint John's Health Center,8,2751,0.43,Average,34.02980400,-118.47866800
2022,Los Angeles,106190758,Providence Saint Joseph Medical Center,5,979,0.66,Average,34.15486000,-118.32655000
2022,Los Angeles,106190796,Ronald Reagan UCLA Medical Center,24,3937,0.42,Average,34.06888900,-118.44500000
2022,Los Angeles,106190673,San Dimas Community Hospital,0,90,0.00,Average,34.09907600,-117.83432800
2022,Los Angeles,106190200,San Gabriel Valley Medical Center,1,517,0.53,Average,34.10240000,-118.10503000
2022,Los Angeles,106190687,Santa Monica – UCLA Medical Center and Orthopaedic Hospital,13,1486,0.75,Average,34.02753900,-118.48612300
2022,Los Angeles,106190708,Sherman Oaks Hospital,0,69,0.00,Average,34.15995000,-118.44880000
2022,Los Angeles,106190110,Southern California Hospital at Culver City,4,750,0.87,Average,34.02319530,-118.39694290
2022,Los Angeles,106190380,Southern California Hospital at Hollywood,0,5,0.00,Average,34.09628000,-118.32501000
2022,Los Angeles,106190754,St. Francis Medical Center,0,178,0.00,Average,33.93085000,-118.20415000
2022,Los Angeles,106190053,St. Mary Medical Center – Long Beach,0,511,0.00,Average,33.78023760,-118.18664120
2022,Los Angeles,106190422,Torrance Memorial Medical Center,7,2847,0.30,Average,33.81191570,-118.34349450
2022,Los Angeles,106190529,USC Arcadia Hospital,2,1017,0.27,Average,34.13603000,-118.03879000
2022,Los Angeles,106190818,USC Verdugo Hills Hospital,3,276,1.08,Average,34.20557000,-118.21520000
2022,Los Angeles,106190812,Valley Presbyterian Hospital,3,737,1.09,Average,34.19396000,-118.46320000
2022,Los Angeles,106190857,West Covina Medical Center,0,45,0.00,Average,34.07042000,-117.94505000
2022,Los Angeles,106190859,West Hills Hospital and Medical Center,3,284,0.65,Average,34.20337000,-118.62939000
2022,Los Angeles,106190883,Whittier Hospital Medical Center,1,172,1.17,Average,33.95379000,-118.00303000
2022,Madera,106201281,Madera Community Hospital,0,69,0.00,Average,36.94538000,-120.04470000
2022,Marin,106210992,Kaiser Foundation Hospital – San Rafael,3,192,1.04,Average,38.00410000,-122.55376000
2022,Marin,106211006,MarinHealth Medical Center,2,513,0.44,Average,37.94651000,-122.53715000
2022,Marin,106214034,Novato Community Hospital,0,455,0.00,Average,38.09827000,-122.55974000
2022,Mendocino,106234038,Adventist Health Howard Memorial,0,400,0.00,Average,39.39927000,-123.35486000
2022,Mendocino,106231396,Adventist Health Ukiah Valley,1,167,0.43,Average,39.15216000,-123.20274100
2022,Merced,106240924,Memorial Hospital Los Banos,0,13,0.00,Average,37.06273000,-120.86147000
2022,Merced,106240942,Mercy Medical Center – Merced,0,272,0.00,Average,37.34023090,-120.46518150
2022,Mono,106260011,Mammoth Hospital,0,55,0.00,Average,37.64524000,-118.96408000
2022,Monterey,106270744,Community Hospital of the Monterey Peninsula,7,1420,0.70,Average,36.59827000,-121.92488000
2022,Monterey,106274043,Natividad Medical Center,1,219,0.85,Average,36.69686000,-121.62970000
2022,Monterey,106270875,Salinas Valley Health Medical Center,2,562,0.34,Average,36.65909000,-121.64629100
2022,Napa,106281078,Adventist Health St. Helena,3,489,0.56,Average,38.53937349,-122.47300302
2022,Napa,106281047,Providence Queen of the Valley Medical Center,1,393,0.28,Average,38.32363000,-122.29600000
2022,Nevada,106291023,Sierra Nevada Memorial Hospital,0,98,0.00,Average,39.22808000,-121.04720100
2022,Nevada,106291053,Tahoe Forest Hospital,2,82,3.63,Average,39.32453600,-120.20151600
2022,Orange,106301098,AHMC Anaheim Regional Medical Center,4,220,1.55,Average,33.84725000,-117.93248000
2022,Orange,106301188,Anaheim Global Medical Center,0,41,0.00,Average,33.82090000,-117.90921000
2022,Orange,106301140,Chapman Global Medical Center,0,532,0.00,Average,33.78785000,-117.82586000
2022,Orange,106301357,Foothill Regional Medical Center,1,876,0.23,Average,33.73119000,-117.82903000
2022,Orange,106301175,Fountain Valley Regional Hospital & Medical Center – Euclid,4,753,1.03,Average,33.71546000,-117.93694000
2022,Orange,106301283,Garden Grove Hospital and Medical Center,0,6,0.00,Average,33.77450890,-117.91303150
2022,Orange,106301205,Hoag Memorial Hospital Presbyterian,13,2259,0.41,Average,33.62526000,-117.92949000
2022,Orange,106304460,Hoag Orthopedic Institute,0,1554,0.00,Average,33.66177890,-117.77359160
2022,Orange,106301209,Huntington Beach Hospital,0,3,0.00,Average,33.70442000,-117.98895000
2022,Orange,106304409,Kaiser Foundation Hospital – Orange County – Anaheim,11,2082,0.50,Average,33.85442000,-117.84399000
2022,Orange,106301234,La Palma Intercommunity Hospital,0,6,0.00,Average,33.84755000,-118.03730000
2022,Orange,106301248,Los Alamitos Medical Center,2,218,1.32,Average,33.80327000,-118.06740000
2022,Orange,106300225,MemorialCare Orange Coast Medical Center,12,1490,0.94,Below Average,33.70162000,-117.95524000
2022,Orange,106301317,MemorialCare Saddleback Medical Center,5,792,0.56,Average,33.60802000,-117.70825000
2022,Orange,106301566,Orange County Global Medical Center,1,220,0.42,Average,33.75361000,-117.83398000
2022,Orange,106301262,Providence Mission Hospital,11,1192,0.65,Average,33.56279000,-117.66768000
2022,Orange,106301337,Providence Mission Hospital – Laguna Beach,0,117,0.00,Average,33.49973910,-117.74225020
2022,Orange,106301340,Providence St. Joseph Hospital,10,2231,0.53,Average,33.78230000,-117.86516000
2022,Orange,106301342,Providence St. Jude Medical Center,4,1183,0.27,Average,33.89349000,-117.92851000
2022,Orange,106301258,South Coast Global Medical Center,0,158,0.00,Average,33.71112000,-117.88539000
2022,Orange,106301279,UC Irvine Medical Center,14,2770,0.37,Average,33.78798850,-117.89013390
2022,Orange,106301379,West Anaheim Medical Center,0,5,0.00,Average,33.82482000,-117.99492000
2022,Placer,106314024,Kaiser Foundation Hospital – Roseville,1,568,0.10,Average,38.74636000,-121.25107000
2022,Placer,106310791,Sutter Auburn Faith Hospital,2,195,1.07,Average,38.94432000,-121.09943000
2022,Placer,106311000,Sutter Roseville Medical Center,8,1843,0.63,Average,38.76515000,-121.24922000
2022,Plumas,106320986,Plumas District Hospital,0,8,0.00,Average,39.93921000,-120.96214000
2022,Riverside,106331152,Corona Regional Medical Center – Main,2,582,0.70,Average,33.87333540,-117.56680150
2022,Riverside,106331164,Desert Regional Medical Center,1,405,0.61,Average,33.83932000,-116.54549000
2022,Riverside,106331293,Doctors Hospital of Riverside,0,397,0.00,Average,33.92573000,-117.43996000
2022,Riverside,106331168,Eisenhower Medical Center,5,2865,0.23,Average,33.76418000,-116.40808000
2022,Riverside,106331194,Hemet Global Medical Center,1,204,0.45,Average,33.75113000,-116.95958000
2022,Riverside,106331216,John F. Kennedy Memorial Hospital,0,102,0.00,Average,33.70677000,-116.23391000
2022,Riverside,106334048,Kaiser Foundation Hospital – Moreno Valley,0,58,0.00,Average,33.89553000,-117.18677000
2022,Riverside,106334025,Kaiser Foundation Hospital – Riverside,5,443,0.70,Average,33.90630000,-117.47082000
2022,Riverside,106334589,Loma Linda University Medical Center – Murrieta,2,433,0.67,Average,33.61222630,-117.16244830
2022,Riverside,106334018,Menifee Global Medical Center,0,24,0.00,Average,33.72146000,-117.15691000
2022,Riverside,106331312,Riverside Community Hospital,12,1485,0.88,Average,33.97641000,-117.37997000
2022,Riverside,106334487,Riverside University Health System – Medical Center,4,748,0.69,Average,33.91187000,-117.19525000
2022,Riverside,106331326,San Gorgonio Memorial Hospital,0,8,0.00,Average,33.93174940,-116.94590310
2022,Riverside,106334068,Southwest Healthcare System – Murrieta,4,1231,0.51,Average,33.55788000,-117.18488000
2022,Riverside,106334564,Temecula Valley Hospital,5,533,1.41,Average,33.47959430,-117.10480180
2022,Riverside,106334533,Vibra Rehab Hospital of Rancho Mirage,0,3,0.00,Average,33.81487000,-116.43945000
2022,Sacramento,106340913,Kaiser Foundation Hospital – Sacramento,8,1735,0.46,Average,38.60197000,-121.39232000
2022,Sacramento,106342344,Kaiser Foundation Hospital – South Sacramento,5,1308,0.29,Average,38.47144000,-121.42409000
2022,Sacramento,106340947,Mercy General Hospital,3,2187,0.15,Above Average,38.56955000,-121.45271000
2022,Sacramento,106344029,Mercy Hospital of Folsom,0,304,0.00,Average,38.67223000,-121.14280000
2022,Sacramento,106340950,Mercy San Juan Medical Center,3,995,0.32,Average,38.66818000,-121.31261000
2022,Sacramento,106340951,Methodist Hospital of Sacramento,0,370,0.00,Average,38.46416000,-121.41744000
2022,Sacramento,106341051,Sutter Medical Center – Sacramento,12,3014,0.48,Average,38.57045000,-121.47028000
2022,Sacramento,106341006,UC Davis Medical Center,24,2551,0.74,Average,38.55438000,-121.45738000
2022,San Benito,106350784,Hazel Hawkins Memorial Hospital,0,45,0.00,Average,36.83500000,-121.38609000
2022,San Bernardino,106364231,Arrowhead Regional Medical Center,0,409,0.00,Average,34.07163215,-117.35277613
2022,San Bernardino,106364430,Barstow Community Hospital,0,31,0.00,Average,34.89352630,-117.01688410
2022,San Bernardino,106361323,Community Hospital of San Bernardino,0,75,0.00,Average,34.13138000,-117.32245000
2022,San Bernardino,106361223,Kaiser Foundation Hospital – Fontana,11,2170,0.52,Average,34.07250000,-117.43549000
2022,San Bernardino,106361246,Loma Linda University Medical Center,5,2907,0.13,Above Average,34.05164000,-117.26146000
2022,San Bernardino,106361166,Montclair Hospital Medical Center,0,12,0.00,Average,34.07774000,-117.69603000
2022,San Bernardino,106361308,Redlands Community Hospital,4,1082,0.69,Average,34.03699000,-117.20440000
2022,San Bernardino,106361318,San Antonio Regional Hospital,2,800,0.29,Average,34.10056000,-117.63828000
2022,San Bernardino,106361339,St. Bernardine Medical Center,2,1621,0.16,Average,34.13410000,-117.27865000
2022,San Bernardino,106361343,St. Mary Medical Center – Apple Valley,0,535,0.00,Average,34.54053000,-117.26535000
2022,San Bernardino,106361370,Victor Valley Global Medical Center,0,13,0.00,Average,34.52817680,-117.29256220
2022,San Diego,106370652,Alvarado Hospital Medical Center,0,268,0.00,Average,32.77664150,-117.05731880
2022,San Diego,106370714,Grossmont Hospital,9,1134,0.84,Average,32.77963000,-117.00924000
2022,San Diego,106370730,Kaiser Foundation Hospital – San Diego – Zion,13,2143,0.55,Average,32.79287000,-117.09447000
2022,San Diego,106374382,Palomar Medical Center,2,673,0.34,Average,33.12158000,-117.11961000
2022,San Diego,106370977,Palomar Medical Center Poway,0,188,0.00,Average,32.99563000,-117.05784000
2022,San Diego,106370759,Paradise Valley Hospital,0,85,0.00,Average,32.68632930,-117.08303820
2022,San Diego,106371256,Scripps Green Hospital,9,2253,0.53,Average,32.89654000,-117.24190000
