Year,County,OSHPDID,Surgery,# of Cases,LONGITUDE,LATITUDE,hospital
2022,Los Angeles,106191231,Rectum,10,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Lung,3,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Liver,6,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Prostate,9,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Colon,31,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Breast,93,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Bladder,5,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191231,Pancreas,1,-118.45255,34.32418,Los Angeles County Olive View – UCLA Medical Center
2022,Los Angeles,106191450,Stomach,6,-118.58829,34.17198,Kaiser Foundation Hospital – Woodland Hills
2022,Los Angeles,106191450,Breast,351,-118.58829,34.17198,Kaiser Foundation Hospital – Woodland Hills
2022,Los Angeles,106191450,Rectum,16,-118.58829,34.17198,Kaiser Foundation Hospital – Woodland Hills
2022,Los Angeles,106191450,Prostate,3,-118.58829,34.17198,Kaiser Foundation Hospital – Woodland Hills
2022,Los Angeles,106191450,Colon,45,-118.58829,34.17198,Kaiser Foundation Hospital – Woodland Hills
2022,Los Angeles,106194219,Stomach,9,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Rectum,70,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Prostate,241,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Pancreas,35,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Lung,30,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Liver,84,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Brain,64,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Bladder,132,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Breast,131,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Colon,66,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106194219,Esophagus,19,-118.20287,34.06284,Keck Hospital of USC
2022,Los Angeles,106196035,Stomach,8,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Rectum,22,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Prostate,3,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Liver,1,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Colon,43,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Bladder,7,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196035,Breast,355,-117.986,34.06348,Kaiser Foundation Hospital – Baldwin Park
2022,Los Angeles,106196403,Stomach,10,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Prostate,5,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Rectum,8,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Lung,29,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Esophagus,1,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Pancreas,4,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Colon,66,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Bladder,8,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196403,Breast,317,-118.1290216,33.9171234,Kaiser Foundation Hospital – Downey
2022,Los Angeles,106196405,Stomach,1,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Breast,1,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Rectum,3,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Prostate,7,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Brain,4,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Colon,15,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Los Angeles,106196405,Liver,1,-118.1443461,34.5843754,Palmdale Regional Medical Center
2022,Madera,106201281,Stomach,1,-120.0447,36.94538,Madera Community Hospital
2022,Madera,106201281,Rectum,4,-120.0447,36.94538,Madera Community Hospital
2022,Madera,106201281,Colon,5,-120.0447,36.94538,Madera Community Hospital
2022,Madera,106201281,Breast,10,-120.0447,36.94538,Madera Community Hospital
2022,Marin,106210992,Stomach,1,-122.55376,38.0041,Kaiser Foundation Hospital – San Rafael
2022,Marin,106210992,Prostate,3,-122.55376,38.0041,Kaiser Foundation Hospital – San Rafael
2022,Marin,106210992,Colon,45,-122.55376,38.0041,Kaiser Foundation Hospital – San Rafael
2022,Marin,106210992,Breast,170,-122.55376,38.0041,Kaiser Foundation Hospital – San Rafael
2022,Marin,106210992,Bladder,1,-122.55376,38.0041,Kaiser Foundation Hospital – San Rafael
2022,Marin,106211006,Rectum,4,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106211006,Prostate,4,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106211006,Colon,14,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106211006,Breast,194,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106211006,Brain,21,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106211006,Bladder,5,-122.53715,37.94651,MarinHealth Medical Center
2022,Marin,106214034,Stomach,1,-122.55974,38.09827,Novato Community Hospital
2022,Marin,106214034,Rectum,1,-122.55974,38.09827,Novato Community Hospital
2022,Marin,106214034,Colon,8,-122.55974,38.09827,Novato Community Hospital
2022,Marin,106214034,Breast,21,-122.55974,38.09827,Novato Community Hospital
2022,Mendocino,106231013,Rectum,1,-123.80068,39.4326,Adventist Health Mendocino Coast
2022,Mendocino,106231013,Colon,1,-123.80068,39.4326,Adventist Health Mendocino Coast
2022,Mendocino,106231013,Breast,4,-123.80068,39.4326,Adventist Health Mendocino Coast
2022,Mendocino,106231396,Stomach,3,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106231396,Rectum,7,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106231396,Prostate,7,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106231396,Lung,1,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106231396,Colon,18,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106231396,Breast,27,-123.202741,39.15216,Adventist Health Ukiah Valley
2022,Mendocino,106234038,Colon,2,-123.35486,39.39927,Adventist Health Howard Memorial
2022,Mendocino,106234038,Breast,2,-123.35486,39.39927,Adventist Health Howard Memorial
2022,Merced,106240924,Colon,1,-120.86147,37.06273,Memorial Hospital Los Banos
2022,Merced,106240942,Rectum,4,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Prostate,9,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Stomach,5,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Colon,24,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Lung,7,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Breast,11,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Merced,106240942,Bladder,3,-120.4651815,37.3402309,Mercy Medical Center – Merced
2022,Monterey,106270744,Brain,7,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Colon,45,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Stomach,2,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Rectum,15,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Pancreas,3,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Esophagus,2,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Lung,7,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Breast,70,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270744,Prostate,4,-121.92488,36.59827,Community Hospital of the Monterey Peninsula
2022,Monterey,106270875,Rectum,10,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Stomach,2,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Prostate,2,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Lung,6,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Colon,24,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Breast,109,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106270875,Brain,5,-121.646291,36.65909,Salinas Valley Health Medical Center
2022,Monterey,106274043,Rectum,1,-121.6297,36.69686,Natividad Medical Center
2022,Monterey,106274043,Brain,1,-121.6297,36.69686,Natividad Medical Center
2022,Monterey,106274043,Breast,2,-121.6297,36.69686,Natividad Medical Center
2022,Monterey,106274043,Colon,4,-121.6297,36.69686,Natividad Medical Center
2022,Napa,106281047,Rectum,3,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281047,Prostate,10,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281047,Lung,3,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281047,Colon,9,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281047,Breast,51,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281047,Brain,3,-122.296,38.32363,Providence Queen of the Valley Medical Center
2022,Napa,106281078,Stomach,1,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Rectum,8,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Prostate,1,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Pancreas,1,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Lung,17,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Liver,1,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Colon,12,-122.473003,38.53937349,Adventist Health St. Helena
2022,Napa,106281078,Breast,37,-122.473003,38.53937349,Adventist Health St. Helena
2022,Nevada,106291023,Rectum,1,-121.047201,39.22808,Sierra Nevada Memorial Hospital
2022,Nevada,106291023,Colon,8,-121.047201,39.22808,Sierra Nevada Memorial Hospital
2022,Nevada,106291023,Breast,42,-121.047201,39.22808,Sierra Nevada Memorial Hospital
2022,Nevada,106291023,Bladder,2,-121.047201,39.22808,Sierra Nevada Memorial Hospital
2022,Nevada,106291053,Breast,40,-120.201516,39.324536,Tahoe Forest Hospital
2022,Nevada,106291053,Colon,5,-120.201516,39.324536,Tahoe Forest Hospital
2022,Orange,106300225,Colon,50,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Prostate,9,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Stomach,13,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Rectum,24,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Pancreas,24,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Lung,20,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Liver,58,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Breast,154,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Brain,12,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106300225,Bladder,2,-117.95524,33.70162,MemorialCare Orange Coast Medical Center
2022,Orange,106301098,Stomach,3,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301098,Rectum,2,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301098,Lung,16,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301098,Liver,1,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301098,Breast,34,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301098,Colon,14,-117.93248,33.84725,AHMC Anaheim Regional Medical Center
2022,Orange,106301140,Colon,1,-117.82586,33.78785,Chapman Global Medical Center
2022,Orange,106301175,Stomach,6,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Rectum,38,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Pancreas,3,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Lung,17,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Liver,4,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Colon,49,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Breast,108,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301175,Brain,3,-117.93694,33.71546,UC Irvine Health – Fountain Valley
2022,Orange,106301205,Stomach,8,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Rectum,38,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Prostate,86,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Pancreas,34,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Liver,19,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Esophagus,11,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Lung,101,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Colon,131,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Breast,750,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Brain,105,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301205,Bladder,20,-117.92949,33.62526,Hoag Memorial Hospital Presbyterian
2022,Orange,106301234,Stomach,1,-118.0373,33.84755,La Palma Intercommunity Hospital
2022,Orange,106301234,Rectum,1,-118.0373,33.84755,La Palma Intercommunity Hospital
2022,Orange,106301234,Colon,3,-118.0373,33.84755,La Palma Intercommunity Hospital
2022,Orange,106301248,Stomach,4,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Prostate,7,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Rectum,4,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Lung,2,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Colon,31,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Breast,125,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Brain,12,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301248,Bladder,1,-118.0674,33.80327,UC Irvine Health – Los Alamitos
2022,Orange,106301258,Stomach,1,-117.88539,33.71112,South Coast Global Medical Center
2022,Orange,106301258,Liver,1,-117.88539,33.71112,South Coast Global Medical Center
2022,Orange,106301258,Colon,3,-117.88539,33.71112,South Coast Global Medical Center
2022,Orange,106301258,Breast,18,-117.88539,33.71112,South Coast Global Medical Center
2022,Orange,106301262,Stomach,3,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Rectum,25,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Prostate,15,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Pancreas,20,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Lung,48,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Liver,9,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Esophagus,2,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Breast,140,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Brain,32,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301262,Colon,48,-117.66768,33.56279,Providence Mission Hospital
2022,Orange,106301279,Stomach,15,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Rectum,53,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Prostate,4,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Lung,20,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Liver,40,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Esophagus,15,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Colon,75,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Breast,156,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Brain,70,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Bladder,20,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301279,Pancreas,38,-117.8901339,33.7879885,UC Irvine Medical Center
2022,Orange,106301283,Stomach,1,-117.9130315,33.7745089,Garden Grove Hospital and Medical Center
2022,Orange,106301283,Colon,5,-117.9130315,33.7745089,Garden Grove Hospital and Medical Center
2022,Orange,106301297,Stomach,1,-117.8434267,33.887072,UC Irvine Health – Placentia Linda
2022,Orange,106301297,Rectum,3,-117.8434267,33.887072,UC Irvine Health – Placentia Linda
2022,Orange,106301297,Pancreas,1,-117.8434267,33.887072,UC Irvine Health – Placentia Linda
2022,Orange,106301297,Colon,8,-117.8434267,33.887072,UC Irvine Health – Placentia Linda
2022,Orange,106301297,Breast,116,-117.8434267,33.887072,UC Irvine Health – Placentia Linda
2022,Orange,106301317,Stomach,4,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Rectum,7,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Prostate,16,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Lung,27,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Esophagus,5,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Breast,304,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Bladder,1,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Colon,23,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301317,Brain,12,-117.70825,33.60802,MemorialCare Saddleback Medical Center
2022,Orange,106301337,Rectum,2,-117.7422502,33.4997391,Providence Mission Hospital – Laguna Beach
2022,Orange,106301337,Colon,3,-117.7422502,33.4997391,Providence Mission Hospital – Laguna Beach
2022,Orange,106301337,Breast,7,-117.7422502,33.4997391,Providence Mission Hospital – Laguna Beach
2022,Orange,106301340,Stomach,7,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Rectum,22,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Prostate,80,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Pancreas,11,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Lung,48,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Liver,7,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Esophagus,2,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Colon,48,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Breast,86,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Brain,22,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301340,Bladder,1,-117.86516,33.7823,Providence St. Joseph Hospital
2022,Orange,106301342,Rectum,15,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Prostate,24,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Pancreas,15,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Lung,21,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Liver,10,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Esophagus,1,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Colon,77,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Breast,272,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Brain,40,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Bladder,1,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301342,Stomach,6,-117.92851,33.89349,Providence St. Jude Medical Center
2022,Orange,106301357,Rectum,1,-117.82903,33.73119,Foothill Regional Medical Center
2022,Orange,106301357,Colon,4,-117.82903,33.73119,Foothill Regional Medical Center
2022,Orange,106301379,Rectum,2,-117.99492,33.82482,West Anaheim Medical Center
2022,Orange,106301379,Colon,6,-117.99492,33.82482,West Anaheim Medical Center
2022,Orange,106301379,Breast,1,-117.99492,33.82482,West Anaheim Medical Center
2022,Orange,106301566,Stomach,1,-117.83398,33.75361,Orange County Global Medical Center
2022,Orange,106301566,Rectum,3,-117.83398,33.75361,Orange County Global Medical Center
2022,Orange,106301566,Colon,4,-117.83398,33.75361,Orange County Global Medical Center
2022,Orange,106301566,Breast,2,-117.83398,33.75361,Orange County Global Medical Center
2022,Orange,106301566,Brain,1,-117.83398,33.75361,Orange County Global Medical Center
2022,Orange,106304409,Stomach,10,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Rectum,49,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Prostate,6,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Pancreas,11,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Lung,18,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Liver,15,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Esophagus,4,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Colon,92,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Breast,597,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Brain,42,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Orange,106304409,Bladder,5,-117.84399,33.85442,Kaiser Foundation Hospital – Orange County – Anaheim
2022,Placer,106310791,Rectum,4,-121.09943,38.94432,Sutter Auburn Faith Hospital
2022,Placer,106310791,Colon,15,-121.09943,38.94432,Sutter Auburn Faith Hospital
2022,Placer,106310791,Breast,41,-121.09943,38.94432,Sutter Auburn Faith Hospital
2022,Placer,106310791,Bladder,1,-121.09943,38.94432,Sutter Auburn Faith Hospital
2022,Placer,106311000,Stomach,10,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Rectum,14,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Prostate,39,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Lung,63,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Liver,1,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Colon,45,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Breast,247,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Brain,28,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106311000,Bladder,4,-121.24922,38.76515,Sutter Roseville Medical Center
2022,Placer,106314024,Rectum,27,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Placer,106314024,Lung,1,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Placer,106314024,Esophagus,1,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Placer,106314024,Colon,75,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Placer,106314024,Breast,416,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Placer,106314024,Bladder,5,-121.25107,38.74636,Kaiser Foundation Hospital – Roseville
2022,Plumas,106320986,Colon,3,-120.96214,39.93921,Plumas District Hospital
2022,Plumas,106320986,Breast,1,-120.96214,39.93921,Plumas District Hospital
2022,Riverside,106331152,Stomach,4,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331152,Rectum,5,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331152,Pancreas,1,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331152,Liver,3,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331152,Colon,14,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331152,Breast,94,-117.5668015,33.8733354,Corona Regional Medical Center – Main
2022,Riverside,106331164,Breast,143,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Brain,13,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Bladder,1,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Stomach,1,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Rectum,5,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Prostate,2,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Pancreas,1,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Lung,11,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331164,Colon,23,-116.54549,33.83932,Desert Regional Medical Center
2022,Riverside,106331168,Stomach,5,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Rectum,55,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Prostate,67,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Pancreas,2,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Lung,55,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Liver,3,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Esophagus,1,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Colon,66,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Breast,343,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Brain,20,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331168,Bladder,4,-116.40808,33.76418,Eisenhower Medical Center
2022,Riverside,106331194,Rectum,3,-116.95958,33.75113,Hemet Global Medical Center
2022,Riverside,106331194,Prostate,21,-116.95958,33.75113,Hemet Global Medical Center
2022,Riverside,106331194,Colon,10,-116.95958,33.75113,Hemet Global Medical Center
